,Package Handler,Driver Helper,Package Delivery Driver,Warehouse Associate,Automotive Mechanic,Facilities Mechanic,Feeder Driver,UPS Freight Over-the-Road (OTR) Driver,Part-Time Operations Supervisor,Business Analyst,Sales Representative,,,
Marines,Y,Y,Y,,Y,Y,,,,,Y,1161,Refrigeration and Air Conditioning Technician,"Installed refrigerating systems according to engineering specifications. Recovered and recycled specified gases and fluids. Dismantled and tested malfunctioning systems using electrical, mechanical and pneumatic testing equipment."
Marines,Y,Y,Y,,,,,,Y,,Y,1169,Utilities Chief,"Planned and supervised the establishment, operation and maintenance of water filtration/purification, storage and distribution sites, electric power generating sites along with the inherent underground, above ground and overhead electric power distribution systems, and shower and laundry services. Supervised the installation, maintenance and repair of heating and air conditioning, and the maintenance and repair of the electrical systems on engineer and general supply equipment. "
Marines,Y,Y,Y,,,,,,,,Y,1171,Water Support Technician,"Conducted and evaluated water surveys, water reconnaissance and water quality analyses. Established and maintained sanitation systems."
Marines,Y,Y,Y,,,,,,,,Y,1316,Metal Worker,"Designed and fabricated sheet metal products as needed. Installed, operated and maintained metalworking and welding equipment and material in support of the unit."
Marines,Y,Y,Y,,Y,Y,,,,,Y,1341,Engineer Equipment Mechanic,"Performed preventive maintenance and made repairs to diesel engines and gasoline- and diesel-driven construction equipment including tractors, power shovels, road machinery, air compressors and concrete mixers."
Marines,Y,Y,Y,,Y,Y,,,,,Y,1342,Small Craft Mechanic,"Carried out preventive maintenance and made repairs to small craft, diesel motors, propeller and hydrojet propulsion systems, and small craft trailers and cradle systems."
Marines,Y,Y,Y,,Y,Y,,,,,Y,1343,Assault Breacher Vehicle/Joint Assault Bridge (JAB) Mechanic,"Conducted maintenance on improvised vehicles by leveraging the known capabilities of the main battle tank chassis that were fitted with nondevelopmental items including mine plows, dozer blades and demolition charges."
Marines,Y,Y,Y,,,,,,,,Y,1345,Engineer Equipment Operator,"Operated gasoline and diesel engine-powered, self-propelled, skid-mounted and towed engineer construction equipment used in earthmoving, grading, excavation, logging, clearing and landing exercises. "
Marines,Y,Y,Y,,,,,,Y,,Y,1349,Engineer Equipment Chief,Managed the activities of exempt and mid-level personnel performing engineer equipment operations maintenance and repairs.
Marines,Y,Y,Y,,,,,,,,Y,1361,Engineer Assistant,Used electronic total station survey instruments to establish the horizontal and vertical layout for construction projects. Utilized computer-aided drafting methods for preparing drawings including computations for bills and volumes.
Marines,Y,Y,Y,,,,,,,,Y,1371,Combat Engineer,"Constructed, altered, repaired and maintained buildings and structures. Trained in construction demolitions and specialized demolitions."
Marines,Y,Y,Y,,,,,,,,Y,1372,Assault Breacher Vehicle,"Drove the assault breacher vehicle, operated the breaching, provided protection and communicated with crew. Selected the platform to operate efficiently, utilizing nondevelopmental items including mine plows, dozer blades and demolition charges. Organized vehicle maintenance tasks."
Marines,Y,Y,Y,,,,,,,,Y,1812,M1A1 Tank Crewman,"Performed various duties relative to operation and maintenance of the tank, to include tactical employment, firing and maneuvering. Prepared tanks, personnel and equipment for movement; read topographical maps and combat. Located targets; loaded, calculated and sighted. Oversaw preventive and corrective maintenance.   "
Marines,Y,Y,Y,,,,,,,,Y,1833,Assault Amphibious Vehicle (AAV) Crewmember,Readied assault amphibious vehicle for the transport of troops and equipment. Maintained assault amphibious vehicles and associated equipment.
Marines,Y,Y,Y,,,,,,,,Y,1834,Expeditionary Fighting Vehicle (EFV) Crewman,"Prepared expeditionary vehicles and associated equipment for movement and operations. Located and engaged targets. Prepared the EFV and associated equipment for movement and combat, located and engaged targets, drove the EFV in the water and ashore, and performed first level of preventive and corrective maintenance."
Marines,Y,Y,Y,,,,,,,,Y,2111,Small Arms Repairer/Technician,"Conducted inspections, maintenance and repairs of all small arms and vehicular-mounted equipment. Maintained and supervised the shop maintenance and management program."
Marines,Y,Y,Y,,,,,,,,Y,2112,Precision Weapons Repairer/Technician,"Inspected, maintained, fabricated and repaired precision small arms. Operated power and machinists tools and equipment."
Marines,Y,Y,Y,,,,,,,,Y,2131,Towed Artillery Systems Technician,"Performed, trained and supervised various duties incident to inspection, maintenance and repair of towed weapons systems. Prepared, maintained and supervised a shop maintenance and management program, and performed the maintenance and repair of all towed weapons according to grade."
Marines,Y,Y,Y,,,,,,,,Y,2141,Assault Amphibious Vehicle (AAV) Repairer/Technician,"Performed basic repairs and maintenance of automotive and hull as required on Amphibious Assault Vehicles. Completed forms and records utilizing technical manuals. Supervised and performed the inspection, maintenance and repair of the automotive and turret systems of the AAV. "
Marines,Y,Y,Y,,,,,,,,Y,2146,Main Battle Tank (MBT) Repairer/Technician,"Performed and trained various duties and tasks incident to the inspection, maintenance and repair of tank automotive and turret systems. Completed basic shop administrative forms and records utilizing technical manuals."
Marines,Y,Y,Y,,,,,,,,Y,2147,Light Armored Vehicle (LAV) Repairer/Technician,"Conducted and oversaw various duties and tasks incident to the inspection, maintenance and repair of light armored vehicles. Completed basic shop administrative forms and records utilizing technical manuals."
Marines,Y,Y,Y,,,,,,,,Y,2148,Expeditionary Fighting Vehicle (EFV) Repairer/Technician,"Troubleshot, inspected, maintained and repaired specialized vehicles. Updated basic shop administrative forms and records. Supervised and mentored junior personnel."
Marines,Y,Y,Y,,,,,,Y,,Y,2149,Ordnance Vehicle Maintenance Chief,"Led administration of vehicle maintenance facilities and offices. Supervised the disposal, storage and emergency planning for hazardous waste and ozone depleting substances."
Marines,Y,Y,Y,,,,,,,,Y,2161,Machinist,"Worked from sketches, diagrams, blueprints, written specifications and oral instructions to fabricate, repair and modify motor transport, equipment and accessories."
Marines,Y,Y,Y,,Y,Y,,,,,Y,2171,Electro-Optical Ordnance Repairer,"Performed electro-optical maintenance and repair to ground ordnance laser devices, small missiles systems and other fire control equipment. Made mechanical, mechanical-optical and electrical repairs."
Marines,Y,Y,Y,,,,,,,,Y,2181,Senior Ground Ordnance Weapons Chief,"Supervised the maintenance, repair and inspection of all small arms and towed weapons systems. Directed the activities of assigned enlisted personnel in a small arms or towed shop or facility. Supervised and managed the maintenance facilities and offices. "
Marines,Y,Y,Y,,,,,,,,Y,7312,"Fixed-Wing Transport Aircraft Specialist, KC-130J",Expert in the care and maintenance of fixed-wing aircraft. Specialized in the operation of most aircraft including new transport vehicle. Completed formal training for transport aircraft maintenance and repair. Managed and oversaw all technical maintenance.
Marines,Y,Y,Y,,,,,,,,Y,7313,"Helicopter Specialist, AH-1Z/UH-1Y","Completed formal training for aircraft repair and maintenance. Expert with Maintenance Training Management and Evaluation Program, Level II. Oversaw and provided technical maintenance and repair of aircraft. Exceeded all requirements/prerequisites for the authorized work on primary aircraft. Able to work on anything that flies. Managed sustainment and regular maintenance of operation aircraft."
Marines,Y,Y,Y,,,,,,,,Y,7314,Unmanned Aerial Vehicle (UAV) Air Vehicle Operator,"Possessed superior adaptability to three-dimensional spatial relationships. Executed the initial takeoff and final landing phases of UAV operations. Played an integral part of all mission planning, takeoff and landing sequences, and crew coordination aspects of UAV flight.     "
Marines,Y,Y,Y,,,,,,,,Y,7374,Vertical Takeoff Unmanned Aerial Vehicle Specialist,Responsible for performing duties incident to the maintenance and operation of Marine Vertical Takeoff Unmanned Aerial Vehicle (VTUAV) aircraft.
Marines,Y,Y,Y,,,,,,,,Y,7212,Low Altitude Air Defense (LAAD) Gunner,Operated and performed prescribed maintenance on low altitude air defense surface-to-air systems.
Marines,Y,Y,Y,,,,,,,,Y,7234,Air Control Electronics Operator,"Completed duties incident to the operation of air command and control systems and supervised and participated in the movement, emplacement, cabling, orientation and operation of air command and control systems."
Marines,Y,Y,Y,,,,,,,,Y,7236,Tactical Air Defense Controller,Managed and directed aircraft in a crowded airspace; aided in identification and interdiction of unrecognized aircraft. Provided positive control of friendly aircraft and managed speed and altitude. Participated in coordination of surface-to-air equipment and interceptors in a defensive environment.
Marines,Y,Y,Y,,,,,,,,Y,7242,Air Support Operations Operator,"Performed duties of tactical air support systems, operated various electronics equipment and electronics countermeasures environment. Served as liaison to ensure effective air support operations, and supervised and participated in preparation, movement and placement of air support equipment."
Marines,Y,Y,Y,,,,,,,,Y,7251,Air Traffic Controller-Trainee,Pursued qualifications in air traffic control while undergoing instruction under general supervision.
Marines,Y,Y,Y,,,,,,,,Y,7252,Air Traffic Controller-Tower,"Managed facility and performed various duties within control tower at an established air traffic control facility, expeditionary airfield or remote landing area. Provided for the control of friendly aircraft operating within assigned airspace, maintained visual surveillance of the terminal control area and other movement areas, and formulated and issued clearances and instructions to aircraft and vehicular traffic operating on runways, landing areas and taxiways."
Marines,Y,Y,Y,,,,,,,,Y,7253,Air Traffic Controller-Radar Arrival/Departure Controller,Coordinated aircraft movement information with associated facilities. Coordinated current weather and airfield conditions as required. Performed air traffic control duties.
Marines,Y,Y,Y,,,,,,,,Y,7254,Air Traffic Controller-Radar Approach Controller,"Controlled aircraft at an air traffic control airfield, maintaining radar surveillance of approach control airspace. Processed and coordinated aircraft passing through the terminal control area airspace."
Marines,Y,Y,Y,,,,,,,,Y,7257,Air Traffic Controller,"Performed various duties and tasks related to the control of air traffic and vehicles within the designated areas aboard a control zone, expeditionary airfield or remote landing site. These duties were performed within control towers, radar facilities and expeditionary air traffic control equipment.  Coordinated current weather and airfield conditions as required. Performed air traffic control duties."
Marines,Y,Y,Y,,,,,,,,Y,7277,Weapons and Tactics Instructor-Air Control,Trained aviation personnel on aviation sensors and command and control systems. Analyzed performance and provided corrective guidance.
Marines,Y,Y,Y,,,,,,,,Y,7291,Senior Air Traffic Controller,"Supervised and instructed air traffic controllers. Provided information concerning the safe, accurate and efficient application of air traffic control procedures."
Marines,Y,Y,Y,,,,,,,,Y,7011,Expeditionary Airfield Systems Technician,"Installed, operated, inspected and repaired expeditionary airfield systems including arresting gear, visual landing aids, airfield matting and accessories, communications equipment, and airfield lighting and marking."
Marines,Y,Y,Y,,,,,,,,Y,7041,Aviation Operations Specialist,"Assisted in the preparation of operation plans and orders, training directives, programs, and orders. Maintained file orders of flight times as well as radio and landing facility charts. Prepared aviation safety reports."
Marines,Y,Y,Y,,,,,,,,Y,7051,Aircraft Rescue and Firefighting Specialist,"Operated, serviced, inspected and tested aircraft rescue and firefighting vehicles, firefighting systems, controls and rescue equipment. Instructed personnel in the techniques and procedures of rescue and firefighting."
Marines,Y,Y,Y,,,,,,,,Y,6821,METOC Observer,"Observed, recorded, validated, processed, disseminated and assimilated meteorology and oceanography data. Performed preventive maintenance on meteorology and oceanography sensors, information technology systems and equipment."
Marines,Y,Y,Y,,,,,,,,Y,6842,METOC Analyst Forecaster,"Observed, collected, recorded, validated, processed, disseminated and assimilated meteorology and oceanography data to formulate forecasts and environmental assessments. Performed preventive maintenance on equipment."
Marines,Y,Y,Y,,,,,,,,Y,6852,METOC Impact Analyst,"Monitored all meteorological and oceanographic factors, from the properties of the ocean sub-bottom, through the weather over the operations area, to the factors affecting satellite operations or communications in the upper atmosphere and space. Responsible for the assessment and characterization of the battle space in terms of what and how environmental conditions would affect  operations. Enabled commanders and their staff to exploit environmental conditions by characterizing the battle space and the impacts it would have on mission planning and execution.                             "
Marines,Y,Y,Y,,,,,,,,Y,6617,Enlisted Aviation Logistician,"Provided headquarters staffs with aviation logistics specific subject matter expertise to support the personnel deployment process, exercise planning, pre-positioning program development and doctrine development."
Marines,Y,Y,Y,Y,,,,,,,Y,6672,Aviation Supply Specialist,"Validated customer requirements, processed requisitions, submitted requisitions, initiated appropriate follow-up actions, and processed and delivered material in accordance with all government regulations and procedures."
Marines,Y,Y,Y,,,,,,,,Y,6694,Aviation Information Systems (AIS) Specialist,"Administered, designed, installed, maintained and repaired network data communication links and fiberoptic cabling. Supported a myriad of computer and network operating systems."
Marines,Y,Y,Y,,,,,,,,Y,6312,"Aircraft Communications/Navigation/Radar Systems Technician, AV-8","Installed, removed, inspected, tested and repaired systems, components and ancillary equipment of aircraft communications, navigation and radar systems."
Marines,Y,Y,Y,,,,,,,,Y,6313,"Aircraft Communications/Navigation/Radar Systems Technician, EA-6","Installed, removed, inspected and maintained systems, components and ancillary equipment of aircraft communications, navigation and radar systems including deceptive electronic countermeasure systems."
Marines,Y,Y,Y,,,,,,,,Y,6314,Unmanned Aerial System (UAS) Avionics Technician,"Maintained, repaired and installed unmanned aerial systems, components, and ancillary equipment of unmanned aircraft communications, navigation and radar systems including deceptive electronic countermeasure systems."
Marines,Y,Y,Y,,,,,,,,Y,6316,"Aircraft Communications/Navigation Systems Technician, KC-130","Installed, inspected, maintained and repaired systems, components and ancillary equipment of aircraft communications systems including deceptive electronic countermeasure systems."
Marines,Y,Y,Y,,,,,,,,Y,6317,"Aircraft Communications/Navigation/Radar Systems Technician, F/A-18","Installed, maintained, repaired and inspected systems, components and ancillary equipment of aircraft communications systems including deceptive electronic countermeasure systems."
Marines,Y,Y,Y,,,,,,,,Y,6322,"Aircraft Communications/Navigation Electrical Systems Technician, CH-46","Tested, installed, maintained and repaired systems, components and ancillary equipment of aircraft communications systems including deceptive electronic countermeasure systems."
Marines,Y,Y,Y,,,,,,,,Y,6323,"Aircraft Communications/Navigation/Electrical Systems Technician, CH-53","Maintained, repaired, installed and tested systems, components and ancillary equipment of aircraft communications systems including deceptive electronic countermeasure systems."
Marines,Y,Y,Y,,,,,,,,Y,6324,"Aircraft Communications/Navigation/Electrical/Weapon Systems Technician, U/AH-l","Installed, inspected, maintained and repaired systems, components and ancillary equipment of aircraft communications systems including deceptive electronic countermeasure systems."
Marines,Y,Y,Y,,,,,,,,Y,6326,"Aircraft Communications/Navigation/Electrical/Systems Technician, V-22","Removed, installed, maintained, repaired and inspected systems, components and ancillary equipment of aircraft communications systems including deceptive electronic countermeasure systems."
Marines,Y,Y,Y,,,,,,,,Y,6332,"Aircraft Electrical Systems Technician, AV-8","Tested, inspected, installed, removed, maintained and repaired systems, components and ancillary equipment of aircraft electrical systems."
Marines,Y,Y,Y,,,,,,,,Y,6333,"Aircraft Electrical Systems Technician, EA-6","Inspected, tested, installed, removed, maintained and repaired systems, components and ancillary equipment of aircraft electrical systems."
Marines,Y,Y,Y,,,,,,,,Y,6336,"Aircraft Electrical Systems Technician, KC-130","Repaired, maintained, inspected, tested, installed and removed systems, components and ancillary equipment of aircraft electrical systems."
Marines,Y,Y,Y,,,,,,,,Y,6337,"Aircraft Electrical Systems Technician, F/A-18","Inspected, tested, repaired, maintained, installed and removed systems, components and ancillary equipment of aircraft electrical systems."
Marines,Y,Y,Y,,,,,,,,Y,6386,"Aircraft Electronic Countermeasures Systems Technician, EA-6B","Performed and led technicians to install, remove, inspect, test, maintain and repair systems on Airborne Warning and Control System (AWACS) components of the AWACS EA-6B Prowler, and ancillary equipment of installed aircraft electronic countermeasures systems at the OMA level. Graduate of EA-6B Electronic Countermeasures Initial Organizational Maintenance Course. Completed sufficient period of on-the-job training to qualify as an aircraft electronic countermeasures systems technician on the EA-6B aircraft."
Marines,Y,Y,Y,,,,,,Y,,Y,6391,Avionics Maintenance Chief,"Supervised maintenance and repair of aircraft avionics systems, equipment and components. Maintained records of all maintenance, inspection and training that occurred."
Marines,Y,Y,Y,,,,,,,,Y,6412,"Aircraft Communications Systems Technician, IMA","Inspected, tested, maintained and repaired components, assemblies, subassemblies, modules, cards, printed circuit boards and ancillary equipment whose aggregate constituted a complete aircraft communications system or subsystem."
Marines,Y,Y,Y,,,,,,,,Y,6413,"Aircraft Navigation Systems Technician, I FF/RADAR/TACAN , IMA","Inspected, tested, maintained and repaired components, assemblies, subassemblies, modules, cards, printed circuit boards and ancillary equipment whose aggregate constituted a complete aircraft navigation system or subsystem."
Marines,Y,Y,Y,,,,,,,,Y,6414,"Advanced Aircraft Communications/Navigation Systems Technician, IMA","Maintained, repaired, inspected and tested components, assemblies, subassemblies, modules, cards, printed circuit boards and ancillary equipment whose aggregate constituted a complete aircraft communications system or subsystem."
Marines,Y,Y,Y,,,,,,,,Y,6422,"Aircraft Cryptographic Systems Technician, IMA","Repaired, maintained, inspected and tested equipment, assemblies, subassemblies, modules, cards and other components of airborne cryptographic systems."
Marines,Y,Y,Y,,,,,,,,Y,6423,"Aviation Electronic Microminiature/Instrument and Cable Repair Technician, IMA","Inspected, tested, maintained and repaired modules, cards, printed circuit boards, cables, instruments, and miniature and microminiature components. Performed appropriate corrosion control procedures."
Marines,Y,Y,Y,,,,,,,,Y,6432,"Aircraft Electrical/lnstrument/Flight Control Systems Technician, Fixed Wing, IMA","Inspected, tested, maintained and repaired components, assemblies, subassemblies, modules, cards, printed circuit boards and ancillary equipment whose aggregate constituted a complete aircraft flight control system or subsystem."
Marines,Y,Y,Y,,,,,,,,Y,6433,"Aircraft Electrical/Instrument/Flight Control Systems Technician, Helicopter, IMA","Tested, inspected, maintained and repaired components, assemblies, subassemblies, modules, cards, printed circuit boards and ancillary equipment whose aggregate constituted a complete aircraft flight control system or subsystem."
Marines,Y,Y,Y,,,,,,,,Y,6434,"Advanced Aircraft Electrical/Instrument/Flight Control Systems Technician, IMA","Repaired, maintained, tested and inspected equipment replaceable assemblies, shop replaceable assemblies and ancillary equipment whose aggregate constituted a complete aircraft flight control system or subsystem."
Marines,Y,Y,Y,,,,,,,,Y,6461,"Hybrid Test Set Technician, IMA","Repaired, maintained, tested and inspected weapon equipment replaceable assemblies, shop replaceable and ancillary equipment whose aggregate constituted a complete aircraft weapons system."
Marines,Y,Y,Y,,,,,,,,Y,6462,"Avionics Test Set (ATS) Technician, IMA","Tested, inspected, repaired and maintained airborne weapon replaceable assemblies, shop replaceable and ancillary equipment whose aggregate constituted a complete aircraft weapons system."
Marines,Y,Y,Y,,,,,,,,Y,6463,"CASS HP Configuration Operator/Maintainer/Technician, IMA","Tested, inspected, repaired and maintained airborne weapon replaceable assemblies, shop replaceable and ancillary equipment whose aggregate constituted a complete aircraft weapons system."
Marines,Y,Y,Y,,,,,,,,Y,6464,"Aircraft Inertial Navigation System Technician, IMA","Repaired, maintained, tested and inspected airborne weapon replaceable assemblies, shop replaceable and ancillary equipment whose aggregate constituted a complete aircraft weapons system."
Marines,Y,Y,Y,,,,,,,,Y,6466,CASS EO Configuration Operator/Maintainer/Technician/IMA,"Tested, inspected, repaired and maintained airborne weapon replaceable assemblies, shop replaceable and ancillary equipment whose aggregate constituted a complete aircraft weapons system."
Marines,Y,Y,Y,,,,,,,,Y,6467,"Consolidated Automatic Support System (CASS) Technician, IMA","Repaired, maintained, tested and inspected airborne weapon replaceable assemblies, shop replaceable and ancillary equipment whose aggregate constituted a complete aircraft weapons system."
Marines,Y,Y,Y,,,,,,,,Y,6469,"CASS Test Station IMA Advanced Maintenance Technician, IMA","Inspected, tested, maintained, repaired and analyzed airborne weapon replaceable assemblies, shop replaceable assemblies, automatic test equipment and ancillary equipment failures beyond normal fault isolation procedures."
Marines,Y,Y,Y,,,,,,,,Y,6482,"Aircraft Electronic Countermeasures Systems Technician, Fixed-Wing, IMA","Maintained, inspected, tested and repaired airborne weapon replaceable assemblies, shop replaceable assemblies and ancillary equipment whose aggregate constituted a complete aircraft electronic countermeasures system or subsystem."
Marines,Y,Y,Y,,,,,,,,Y,6483,"Aircraft Electronic Countermeasures Systems Technician, Helicopter, IMA","Inspected, tested, maintained and repaired airborne weapon replaceable assemblies, shop replaceable assemblies and ancillary equipment whose aggregate constituted a complete aircraft electronic countermeasures system or subsystem."
Marines,Y,Y,Y,,,,,,,,Y,6484,"CASS EW Configuration Operator/Maintainer/Technician, IMA","Repaired, maintained, inspected and tested airborne weapon replaceable assemblies, shop replaceable assemblies and ancillary equipment whose aggregate constituted a complete aircraft electronic countermeasures system or subsystem."
Marines,Y,Y,Y,,,,,,,,Y,6492,"Aviation Precision Measurement Equipment/Calibration and Repair Technician, IMA","Tested, maintained, repaired and calibrated aviation precision measurement and automatic test equipment."
Marines,Y,Y,Y,,,,,,,,Y,6493,"Aviation Meteorological Equipment Technician, OMA/IMA","Installed, tested, maintained and repaired all electronic, information technology and other associated meteorology and oceanography equipment."
Marines,Y,Y,Y,,,,,,,,Y,6012,Aviation Maintenance Controller/Production Controller,"Responsible for technician aircraft maintenance and aeronautical repair that ensure the unit's combat readiness or ability to perform its mission. Established department goals and developed the plans to meet goals. Expert in supervising execution of tasks encompassed within spectrum of aviation maintenance matters. Followed a detailed, working knowledge of all Navy-sponsored aviation maintenance programs and processes. Possessed knowledge of aviation maintenance controllers/production controllers and the Naval Aviation Logistics Command Management Information System (NALCOMIS)."
Marines,Y,Y,Y,,,,,,,,Y,6018,"Aviation Quality Assurance Representative (QAR) , Collateral Duty Quality Assurance Representative (CDQAR), and Collateral Duty Inspector (COI)",Inspected all aircraft materials under my cognizance for quality. Possessed fundamental responsibility for the prevention of defects.
Marines,Y,Y,Y,,Y,Y,,,Y,,Y,6019,Aircraft Maintenance Chief,"Supervised the establishment and functions of aerial vehicle maintenance and repair activities. Assisted in directing, supervising and coordinating the activities of aviation-enlisted personnel performing aircraft maintenance duties."
Marines,Y,Y,Y,,,,,,,,Y,6023,Aircraft Power Plants Test Cell Operator,"Inspected, tested and performed corrective maintenance to aircraft gas turbine engines and engine systems. Performed test cell operations and minor repairs."
Marines,Y,Y,Y,,,,,,,,Y,6033,Aircraft Nondestructive Inspection Technician,Performed nondestructive testing of metals in aircraft structures and aircraft engine components.
Marines,Y,Y,Y,,,,,,,,Y,6042,Individual Material Readiness List (IMRS) Asset Manager,"Used logistical management techniques, supply procedures, technical publications and automated data processing equipment to conduct, reconcile and report asset inventories. Trained subordinate asset managers."
Marines,Y,Y,Y,,,,,,,,Y,6043,Aircraft Welder,"Fabricated and repaired aircraft metals through basic welding on aluminum alloys, steel alloys, stainless steel alloys and precipitating hardening nickel-based alloys."
Marines,Y,Y,Y,,,,,,,,Y,6046,Aircraft Maintenance Administration Specialist,"Maintained aircraft log books and naval aircraft maintenance publications/files, and prepared reports, log records, directives and correspondence in an aircraft maintenance and repair activity. Provided an overview of potential problems to the commander of repair facility."
Marines,Y,Y,Y,,,,,,,,Y,6048,Flight Equipment Technician,"Inspected, maintained and repaired parachutes, flight survival equipment, flight equipment and carbon dioxide and oxygen equipment."
Marines,Y,Y,Y,,,,,,,,Y,6049,NALCOMIS Application Administrator/Analyst,Conducted data analysis and trend interpretation for developing statistical process control methods in support of aviation information and readiness reporting requirements.
Marines,Y,Y,Y,,Y,Y,,,,,Y,6062,Aircraft Intermediate Level Hydraulic/Pneumatic Mechanic,"Inspected, maintained and repaired aircraft intermediate-level hydraulic and pneumatic system components."
Marines,Y,Y,Y,,Y,Y,,,,,Y,6072,Aircraft Maintenance Support Equipment Hydraulic/Pneumatic/Structures Mechanic,"Maintained, repaired, inspected and tested aircraft maintenance support equipment, hydraulic and pneumatic structure systems and system components."
Marines,Y,Y,Y,,Y,Y,,,,,Y,6073,Aircraft Maintenance Support Equipment Electrician/Refrigeration Mechanic,"Inspected, installed, tested, maintained and repaired aircraft support, electrical, refrigeration and air conditioning equipment, systems and accessories."
Marines,Y,Y,Y,,,,,,,,Y,6074,Cryogenics Equipment Operator,"Assembled, operated and maintained liquid oxygen and nitrogen generating plants, storage and aircraft servicing equipment, vaporizing equipment, vacuum pumps and liquid oxygen tank purging units."
Marines,Y,Y,Y,,Y,Y,,,,,Y,6092,Aircraft Intermediate Level Structures Mechanic,"Inspected, maintained and repaired aircraft intermediate level structural components."
Marines,Y,Y,Y,,Y,Y,,,,,Y,6111,Helicopter/Tiltrotor Mechanic-Trainee,Trained under instruction and close supervision for an aircraft mechanic position.
Marines,Y,Y,Y,,Y,Y,,,,,Y,6112,"Helicopter Mechanic, CH-46",Inspected and maintained airframes and airframe components. Performed duties relating to flight line operation such as sustainment maintenance and repair.
Marines,Y,Y,Y,,Y,Y,,,,,Y,6113,"Helicopter Mechanic, CH-53",Inspected and maintained airframes and airframe components. Performed duties relating to flight line operation such as sustainment maintenance and repair.
Marines,Y,Y,Y,,Y,Y,,,,,Y,6114,"Helicopter Mechanic, UH/AH-1",Inspected and maintained airframes and airframe components. Performed duties relating to flight line operation such as sustainment maintenance and repair.
Marines,Y,Y,Y,,Y,Y,,,,,Y,6116,"Tiltrotor Mechanic, MV-22",Inspected and maintained airframes and airframe components. Performed duties relating to flight line operation such as sustainment maintenance and repair.
Marines,Y,Y,Y,,Y,Y,,,,,Y,6122,"Helicopter Power Plants Mechanic, T-5E1","Tested, inspected, maintained, repaired and performed complete overhauls of aircraft power plants and power plants systems."
Marines,Y,Y,Y,,Y,Y,,,,,Y,6123,"Helicopter Power Plants Mechanic, T-64","Inspected, maintained, repaired and performed complete overhauls of aircraft power plants and power plants systems."
Marines,Y,Y,Y,,Y,Y,,,,,Y,6124,"Helicopter Power Plants Mechanic, T-400/T-700","Overhauled, inspected, maintained, tested and repaired aircraft power plants and power plants systems."
Marines,Y,Y,Y,,Y,Y,,,,,Y,6132,Helicopter/Tiltrotor Dynamic Components Mechanic,"Inspected, tested, maintained and repaired dynamic aircraft components."
Marines,Y,Y,Y,,Y,Y,,,,,Y,6152,"Helicopter Airframe Mechanic, CH-46","Inspected, maintained and repaired aircraft airframe systems."
Marines,Y,Y,Y,,Y,Y,,,,,Y,6153,"Helicopter Airframe Mechanic, CH-53","Tested, maintained and repaired aircraft airframe systems."
Marines,Y,Y,Y,,Y,Y,,,,,Y,6154,"Helicopter Airframe Mechanic, UH/AH-1","Inspected, maintained and repaired aircraft airframe systems."
Marines,Y,Y,Y,,Y,Y,,,,,Y,6156,"Tiltrotor Airframe Mechanic, MV-22","Maintained, repaired and tested aircraft airframe systems."
Marines,Y,Y,Y,,Y,Y,,,,,Y,6162,Presidential Support Specialist,"Performed duties incident to the presidential support mission. Maintained, distributed, repaired, inspected, tested, crewed and provided security for HMX-1 executive flight detachment helicopter airframes and components. Performed duties relating to the HMX-1 presidential support mission."
Marines,Y,Y,Y,,Y,Y,,,,,Y,6172,"Helicopter Crew Chief, CH-46","Inspected, maintained and repaired test aircraft maintenance support equipment and hydraulic structure systems and system components. Performed duties related to the licensing of aircraft maintenance personnel."
Marines,Y,Y,Y,,Y,Y,,,,,Y,6173,"Helicopter Crew Chief, CH-53","Inspected, maintained and repaired test aircraft maintenance support equipment and hydraulic structure systems and system components of the CH-53, the largest and heaviest helicopter in the world. Performed duties related to the licensing of aircraft maintenance personnel."
Marines,Y,Y,Y,,Y,Y,,,,,Y,6174,"Helicopter Crew Chief, UH-1","Inspected, maintained and repaired test aircraft maintenance support equipment and hydraulic structure systems and system components of the UH-1Y, called the Super Huey. Performed duties related to the licensing of aircraft maintenance personnel."
Marines,Y,Y,Y,,Y,Y,,,,,Y,6176,"Tiltrotor Crew Chief, MV-22","Inspected, maintained and repaired test aircraft maintenance support equipment and hydraulic structure systems and system components of the MV-22, called the Osprey. Performed specific duties related to the vertical takeoff and landing (VTOL), the short takeoff and landing (STOL), and the licensing of aircraft maintenance personnel."
Marines,Y,Y,Y,,Y,Y,,,Y,,Y,6177,Weapons and Tactics Crew Chief Instructor,Instructed and trained qualified crew chiefs in the weapons system for operation in a threat environment. Assisted in the instruction of crew chiefs and aerial gunners/observers in the development of their tactical proficiency. Provided instruction in the operation and employment of the weapons system. Performed classroom and flight instruction on various facets of the weapons system. Instructed on current enemy capabilities and the tactics to counter enemy threats.
Marines,Y,Y,Y,,Y,Y,,,,,Y,6178,VH-GON Presidential Helicopter Crew Chief,Acted as flight crewmember performing duties incident to the maintenance and operation of Marine VH-60N helicopters of the Executive Flight Detachment at HMX-1. Piloted by Nighthawks.
Marines,Y,Y,Y,,Y,Y,,,,,Y,6179,VH-3D Presidential Helicopter Crew Chief,Acted as flight crewmember performing duties incident to the maintenance and operation of Marine VH-3D Sea King helicopters of the Executive Flight Detachment at HMX-1.
